Trace1,,
Freq,,Amp
908333225,Hz,-64.78
908666558,Hz,-64.78
908999891,Hz,-59.8
909333224,Hz,-48.59
909666557,Hz,-40.8
909999890,Hz,-37.41
910333223,Hz,-37.22
910666556,Hz,-37.65
910999889,Hz,-40.1
911333222,Hz,-50.56
911666555,Hz,-61.97
911999888,Hz,-65.64
912333221,Hz,-64.87
912666554,Hz,-65.78
912999887,Hz,-65.28
913333220,Hz,-63.88
913666553,Hz,-63.18
913999886,Hz,-61.03
914333219,Hz,-48.16
914666552,Hz,-40.57
914999885,Hz,-37.28
915333218,Hz,-37.12
915666551,Hz,-37.44
915999884,Hz,-40.18
916333217,Hz,-50.5
916666550,Hz,-62.85
916999883,Hz,-64.29
917333216,Hz,-65.3
917666549,Hz,-65.36
917999882,Hz,-65.32
918333215,Hz,-63.56
918666548,Hz,-64.96
918999881,Hz,-60.26
919333214,Hz,-49.38
919666547,Hz,-41.55
919999880,Hz,-37.92
920333213,Hz,-37.66
920666546,Hz,-38.08
920999879,Hz,-40.84
921333212,Hz,-50.76
921666545,Hz,-62.45
921999878,Hz,-64.81
922333211,Hz,-65.44
922666544,Hz,-64.53
922999877,Hz,-64.67
923333210,Hz,-65.23
923666543,Hz,-64.86
923999876,Hz,-60.72
924333209,Hz,-49.26
924666542,Hz,-41.52
924999875,Hz,-38.02
925333208,Hz,-37.77
925666541,Hz,-38.32
925999874,Hz,-40.85
926333207,Hz,-50.78
926666540,Hz,-63.42
926999873,Hz,-64.95
927333206,Hz,-63.65
927666539,Hz,-65.45
927999872,Hz,-65.43
928333205,Hz,-65.52
928666538,Hz,-65.14
928999871,Hz,-61.61
929333204,Hz,-48.75
929666537,Hz,-40.92
929999870,Hz,-37.63
930333203,Hz,-37.38
930666536,Hz,-37.83
930999869,Hz,-40.42
931333202,Hz,-49.96
931666535,Hz,-62.16
931999868,Hz,-64.9
932333201,Hz,-65.17
932666534,Hz,-63.81
932999867,Hz,-64.93
933333200,Hz,-65.62
933666533,Hz,-64.59
933999866,Hz,-59.44
934333199,Hz,-48.86
934666532,Hz,-41.04
934999865,Hz,-37.58
935333198,Hz,-37.35
935666531,Hz,-37.71
935999864,Hz,-40.31
936333197,Hz,-50.26
936666530,Hz,-61.09
936999863,Hz,-65.77
937333196,Hz,-65.01
937666529,Hz,-65.6
937999862,Hz,-65.35
938333195,Hz,-64.88
938666528,Hz,-65.43
938999861,Hz,-62.19
939333194,Hz,-50.49
939666527,Hz,-42.75
939999860,Hz,-39.27
940333193,Hz,-39.14
940666526,Hz,-39.54
940999859,Hz,-42.18
941333192,Hz,-52.05
941666525,Hz,-61.31
941999858,Hz,-64.77
942333191,Hz,-65.32
942666524,Hz,-64.97
942999857,Hz,-64.59
943333190,Hz,-65.92
943666523,Hz,-66.33
943999856,Hz,-63.06
944333189,Hz,-51.64
944666522,Hz,-43.47
944999855,Hz,-39.93
945333188,Hz,-39.92
945666521,Hz,-40.23
945999854,Hz,-42.99
946333187,Hz,-52.93
946666520,Hz,-63.74
946999853,Hz,-64.94
947333186,Hz,-65.01
947666519,Hz,-64.16
947999852,Hz,-64.9
948333185,Hz,-64.92
948666518,Hz,-65.38
948999851,Hz,-63.69
949333184,Hz,-51.33
949666517,Hz,-43.94
949999850,Hz,-40.38
950333183,Hz,-39.89
950666516,Hz,-40.67
950999849,Hz,-43.16
951333182,Hz,-52.94
951666515,Hz,-64.4
951999848,Hz,-65.09
952333181,Hz,-64.74
952666514,Hz,-64.67
952999847,Hz,-65.23
953333180,Hz,-64.25
953666513,Hz,-65.47
953999846,Hz,-64.05
954333179,Hz,-52.38
954666512,Hz,-45.2
954999845,Hz,-41.91
955333178,Hz,-41.5
955666511,Hz,-41.96
