Trace1,,
Freq,,Amp
984666482,Hz,-48.42
984999815,Hz,-45.63
985333148,Hz,-45.13
985666481,Hz,-45.74
985999814,Hz,-47.52
986333147,Hz,-56.82
986666480,Hz,-65.17
986999813,Hz,-64.54
987333146,Hz,-65.26
987666479,Hz,-63.94
987999812,Hz,-64.35
988333145,Hz,-65.24
988666478,Hz,-64.36
988999811,Hz,-64.46
989333144,Hz,-54.26
989666477,Hz,-47.75
989999810,Hz,-44.09
990333143,Hz,-44.12
990666476,Hz,-44.44
990999809,Hz,-47.05
991333142,Hz,-56.73
991666475,Hz,-64.78
991999808,Hz,-64.01
992333141,Hz,-64.73
992666474,Hz,-65.63
992999807,Hz,-65.22
993333140,Hz,-64.91
993666473,Hz,-64.68
993999806,Hz,-63.88
994333139,Hz,-55.19
994666472,Hz,-47.6
994999805,Hz,-44.02
995333138,Hz,-43.94
995666471,Hz,-44.73
995999804,Hz,-46.95
996333137,Hz,-56.36
996666470,Hz,-63.8
996999803,Hz,-64.3
997333136,Hz,-63.87
997666469,Hz,-63.98
997999802,Hz,-64.33
998333135,Hz,-64.51
998666468,Hz,-64.19
998999801,Hz,-64.23
999333134,Hz,-54.32
999666467,Hz,-46.94
999999800,Hz,-43.47
